record_type,scenario,throttle_scenario,occupation_digit,occupation_name_isco08,quintile,ai_exposure_score,baseline_employment_thousand,employment_delta_2035_thousand,baseline_labour_income_bn_rub,labour_income_delta_2035_bn_rub,profit_gain_allocated_bn_rub,total_income_delta_bn_rub,gini_baseline_proxy,gini_post_proxy,gini_delta_proxy
occupation,Friction,NoThrottle,9.0,Elementary occupations,,0.3705807656935362,1996.1774895194403,-1.4642106672474209,994.3541501882039,-96.38154444624128,0.0,-96.38154444624128,,,
occupation,Friction,SanctionBase,1.0,Managers,,0.8163266095070527,1519.594612075267,-29.17777607570526,3178.0043321481617,-301.4360331349819,0.0,-301.4360331349819,,,
occupation,Friction,SanctionBase,2.0,Professionals,,0.8060153253325375,8696.048042062022,-269.6991924632216,18796.989848351026,-1466.4437534148192,0.0,-1466.4437534148192,,,
occupation,Friction,SanctionBase,3.0,Technicians and associate professionals,,0.7419290879474001,3975.5671102297792,-67.75522909239827,5648.68995965144,-614.3095981989902,0.0,-614.3095981989902,,,
occupation,Friction,SanctionBase,4.0,Clerical support workers,,0.7458447389249923,1341.067710344324,-22.873917538129383,1474.9121057441764,-176.54232890647052,0.0,-176.54232890647052,,,
occupation,Friction,SanctionBase,5.0,Services and sales workers,,0.6243578381469675,799.7117565961831,-7.417971560402372,636.6534585903457,-71.74205424044018,0.0,-71.74205424044018,,,
occupation,Friction,SanctionBase,6.0,Skilled agricultural workers,,0.5187886130307342,70.59692015010009,-0.3764671270620707,40.18139984251213,-4.242888545156415,0.0,-4.242888545156415,,,
occupation,Friction,SanctionBase,7.0,Craft and related trades workers,,0.5598526735912037,7773.117146011304,-39.724634424026995,6061.847310147665,-525.904751557965,0.0,-525.904751557965,,,
occupation,Friction,SanctionBase,8.0,"Plant and machine operators, assemblers",,0.49616419695167346,6701.619213011578,-18.52278265570464,5166.009013777703,-679.7267303968767,0.0,-679.7267303968767,,,
occupation,Friction,SanctionBase,9.0,Elementary occupations,,0.3705807656935362,1996.1774895194403,-1.1637164533807156,994.3541501882039,-92.79150423916775,0.0,-92.79150423916775,,,
occupation,Friction,SanctionRelief,1.0,Managers,,0.8163266095070527,1519.594612075267,-30.06079177691629,3178.0043321481617,-303.51888952658794,0.0,-303.51888952658794,,,
occupation,Friction,SanctionRelief,2.0,Professionals,,0.8060153253325375,8696.048042062022,-277.75377335322986,18796.989848351026,-1475.1474423122427,0.0,-1475.1474423122427,,,
occupation,Friction,SanctionRelief,3.0,Technicians and associate professionals,,0.7419290879474001,3975.5671102297792,-69.78929670986444,5648.68995965144,-618.8768199053877,0.0,-618.8768199053877,,,
occupation,Friction,SanctionRelief,4.0,Clerical support workers,,0.7458447389249923,1341.067710344324,-23.66721456735908,1474.9121057441764,-178.5496037007388,0.0,-178.5496037007388,,,
occupation,Friction,SanctionRelief,5.0,Services and sales workers,,0.6243578381469675,799.7117565961831,-7.653864484687977,636.6534585903457,-72.24959292296344,0.0,-72.24959292296344,,,
occupation,Friction,SanctionRelief,6.0,Skilled agricultural workers,,0.5187886130307342,70.59692015010009,-0.3883031164909201,40.18139984251213,-4.259415823555732,0.0,-4.259415823555732,,,
occupation,Friction,SanctionRelief,7.0,Craft and related trades workers,,0.5598526735912037,7773.117146011304,-40.91532475380405,6061.847310147665,-527.7784412188344,0.0,-527.7784412188344,,,
occupation,Friction,SanctionRelief,8.0,"Plant and machine operators, assemblers",,0.49616419695167346,6701.619213011578,-19.00493313014018,5166.009013777703,-682.3106113901392,0.0,-682.3106113901392,,,
occupation,Friction,SanctionRelief,9.0,Elementary occupations,,0.3705807656935362,1996.1774895194403,-1.1971357463930643,994.3541501882039,-93.19543807290769,0.0,-93.19543807290769,,,
occupation,Friction,StressThrottle,1.0,Managers,,0.8163266095070527,1519.594612075267,-29.805729976133684,3178.0043321481617,-305.6177813616931,0.0,-305.6177813616931,,,
occupation,Friction,StressThrottle,2.0,Professionals,,0.8060153253325375,8696.048042062022,-272.57691946716585,18796.989848351026,-1487.4140307527023,0.0,-1487.4140307527023,,,
occupation,Friction,StressThrottle,3.0,Technicians and associate professionals,,0.7419290879474001,3975.5671102297792,-69.41185229980701,5648.68995965144,-623.3596371068716,0.0,-623.3596371068716,,,
occupation,Friction,StressThrottle,4.0,Clerical support workers,,0.7458447389249923,1341.067710344324,-23.5625966430995,1474.9121057441764,-180.5290680552109,0.0,-180.5290680552109,,,
occupation,Friction,StressThrottle,5.0,Services and sales workers,,0.6243578381469675,799.7117565961831,-7.603465968543892,636.6534585903457,-72.77919559502814,0.0,-72.77919559502814,,,
occupation,Friction,StressThrottle,6.0,Skilled agricultural workers,,0.5187886130307342,70.59692015010009,-0.3862969875441676,40.18139984251213,-4.257643766742242,0.0,-4.257643766742242,,,
occupation,Friction,StressThrottle,7.0,Craft and related trades workers,,0.5598526735912037,7773.117146011304,-40.68852710285964,6061.847310147665,-528.784286804129,0.0,-528.784286804129,,,
occupation,Friction,StressThrottle,8.0,"Plant and machine operators, assemblers",,0.49616419695167346,6701.619213011578,-19.157647289551683,5166.009013777703,-685.569027677331,0.0,-685.569027677331,,,
occupation,Friction,StressThrottle,9.0,Elementary occupations,,0.3705807656935362,1996.1774895194403,-1.1980209904264192,994.3541501882039,-93.49382380896117,0.0,-93.49382380896117,,,
quintile,Base,BaseThrottle,,,Q1,,6574.699999999999,-40.30782656473835,4189.743251215282,-381.4364882990467,0.0,-381.4364882990467,0.290060455699763,0.3803515698113704,0.0902911141116074
quintile,Base,BaseThrottle,,,Q2,,6574.699999999999,-36.47291786254488,4891.050566225232,-372.7194827222467,0.0,-372.7194827222467,0.290060455699763,0.3803515698113704,0.0902911141116074
quintile,Base,BaseThrottle,,,Q3,,6574.700000000001,-102.77466953444491,6054.856478801394,-605.5571975211284,525.1469362067756,-80.41026131435274,0.290060455699763,0.3803515698113704,0.0902911141116074
quintile,Base,BaseThrottle,,,Q4,,6574.699999999997,-156.03875533396914,9998.807859347855,-1248.387112287262,2100.5877448271026,852.2006325398406,0.290060455699763,0.3803515698113704,0.0902911141116074
quintile,Base,BaseThrottle,,,Q5,,6574.699999999997,-390.74750748432825,16863.183422851438,-1883.7712378698732,7877.204043101634,5993.4328052317605,0.290060455699763,0.3803515698113704,0.0902911141116074
quintile,Base,NoThrottle,,,Q1,,6574.699999999999,-45.349192061134204,4189.743251215282,-393.6631194687292,0.0,-393.6631194687292,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q2,,6574.699999999999,-39.94332772593624,4891.050566225232,-384.28144883560725,0.0,-384.28144883560725,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q3,,6574.700000000001,-115.69706422851401,6054.856478801394,-624.8077501508982,597.1361931027571,-27.67155704814104,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q4,,6574.699999999997,-174.50533208000803,9998.807859347855,-1277.7344975885076,2388.5447724110286,1110.810274822521,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,NoThrottle,,,Q5,,6574.699999999997,-442.57597785273094,16863.183422851438,-1951.0380530444854,8957.042896541356,7006.00484349687,0.290060455699763,0.39078429131234316,0.10072383561258014
quintile,Base,SanctionBase,,,Q1,,6574.699999999999,-35.86599069607532,4189.743251215282,-370.20582014099386,0.0,-370.20582014099386,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionBase,,,Q2,,6574.699999999999,-32.91210230913831,4891.050566225232,-359.2753899729413,0.0,-359.2753899729413,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionBase,,,Q3,,6574.700000000001,-91.47767699636682,6054.856478801394,-587.8546595861648,457.77935994638204,-130.0752996397827,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionBase,,,Q4,,6574.699999999997,-140.3369838439451,9998.807859347855,-1215.1146744316643,1831.1174397855282,616.0027653538639,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionBase,,,Q5,,6574.699999999997,-351.8864108072045,16863.183422851438,-1794.2223312621256,6866.69039919573,5072.468067933604,0.290060455699763,0.3706307165411251,0.0805702608413621
quintile,Base,SanctionRelief,,,Q1,,6574.699999999999,-36.83562719537089,4189.743251215282,-372.61630686290573,0.0,-372.61630686290573,0.290060455699763,0.3732420187789848,0.08318156307922175
quintile,Base,SanctionRelief,,,Q2,,6574.699999999999,-33.71250859416979,4891.050566225232,-361.8372465791653,0.0,-361.8372465791653,0.290060455699763,0.3732420187789848,0.08318156307922175
quintile,Base,SanctionRelief,,,Q3,,6574.700000000001,-94.09497861122222,6054.856478801394,-591.7502396474098,475.47536469001466,-116.27487495739513,0.290060455699763,0.3732420187789848,0.08318156307922175
quintile,Base,SanctionRelief,,,Q4,,6574.699999999997,-144.1126390756777,9998.807859347855,-1221.9967810125995,1901.9014587600586,679.9046777474591,0.290060455699763,0.3732420187789848,0.08318156307922175
quintile,Base,SanctionRelief,,,Q5,,6574.699999999997,-363.01391503825096,16863.183422851438,-1815.6878674254083,7132.130470350219,5316.442602924811,0.290060455699763,0.3732420187789848,0.08318156307922175
quintile,Base,StressThrottle,,,Q1,,6574.699999999999,-36.9406338032298,4189.743251215282,-373.3459183697843,0.0,-373.3459183697843,0.290060455699763,0.3731972193771471,0.0831367636773841
quintile,Base,StressThrottle,,,Q2,,6574.699999999999,-34.15633263789415,4891.050566225232,-365.03278517411644,0.0,-365.03278517411644,0.290060455699763,0.3731972193771471,0.0831367636773841
quintile,Base,StressThrottle,,,Q3,,6574.700000000001,-94.1429011789541,6054.856478801394,-592.8343030040501,478.0206108689885,-114.81369213506156,0.290060455699763,0.3731972193771471,0.0831367636773841
quintile,Base,StressThrottle,,,Q4,,6574.699999999997,-143.68099284414512,9998.807859347855,-1229.1315871579002,1912.082443475954,682.9508563180539,0.290060455699763,0.3731972193771471,0.0831367636773841
quintile,Base,StressThrottle,,,Q5,,6574.699999999997,-355.8909581795932,16863.183422851438,-1842.6403173115195,7170.309163034827,5327.668845723308,0.290060455699763,0.3731972193771471,0.0831367636773841
quintile,Fast,BaseThrottle,,,Q1,,6574.699999999999,-64.5554389170103,4189.743251215282,-447.8669387983303,0.0,-447.8669387983303,0.290060455699763,0.3986330878760165,0.10857263217625346
quintile,Fast,BaseThrottle,,,Q2,,6574.699999999999,-59.83737268034163,4891.050566225232,-467.4977065244381,0.0,-467.4977065244381,0.290060455699763,0.3986330878760165,0.10857263217625346
quintile,Fast,BaseThrottle,,,Q3,,6574.700000000001,-162.41279780605015,6054.856478801394,-708.1832541702399,645.0749562432602,-63.10829792697973,0.290060455699763,0.3986330878760165,0.10857263217625346
quintile,Fast,BaseThrottle,,,Q4,,6574.699999999997,-227.62124591074553,9998.807859347855,-1452.741991812238,2580.299824973041,1127.5578331608028,0.290060455699763,0.3986330878760165,0.10857263217625346
quintile,Fast,BaseThrottle,,,Q5,,6574.699999999997,-446.92559174175466,16863.183422851438,-2038.5704939596128,9676.124343648902,7637.55384968929,0.290060455699763,0.3986330878760165,0.10857263217625346
quintile,Fast,NoThrottle,,,Q1,,6574.699999999999,-72.56028230586803,4189.743251215282,-468.4533401461309,0.0,-468.4533401461309,0.290060455699763,0.4105715588391218,0.12051110313935876
quintile,Fast,NoThrottle,,,Q2,,6574.699999999999,-65.45730391608622,4891.050566225232,-486.95895192088415,0.0,-486.95895192088415,0.290060455699763,0.4105715588391218,0.12051110313935876
quintile,Fast,NoThrottle,,,Q3,,6574.700000000001,-182.81351099335782,6054.856478801394,-740.6871944545267,734.1169624020297,-6.570232052496976,0.290060455699763,0.4105715588391218,0.12051110313935876
quintile,Fast,NoThrottle,,,Q4,,6574.699999999997,-254.45326654492212,9998.807859347855,-1503.290958281261,2936.4678496081187,1433.1768913268577,0.290060455699763,0.4105715588391218,0.12051110313935876
quintile,Fast,NoThrottle,,,Q5,,6574.699999999997,-505.6627043683892,16863.183422851438,-2127.9022336056273,11011.754436030446,8883.852202424818,0.290060455699763,0.4105715588391218,0.12051110313935876
quintile,Fast,SanctionBase,,,Q1,,6574.699999999999,-57.480340363862176,4189.743251215282,-429.02646734024484,0.0,-429.02646734024484,0.290060455699763,0.38744864920777544,0.09738819350801242
quintile,Fast,SanctionBase,,,Q2,,6574.699999999999,-54.034469163878185,4891.050566225232,-444.89547538825866,0.0,-444.89547538825866,0.290060455699763,0.38744864920777544,0.09738819350801242
quintile,Fast,SanctionBase,,,Q3,,6574.700000000001,-144.5384593009818,6054.856478801394,-678.4256260146258,562.2438542838228,-116.181771730803,0.290060455699763,0.38744864920777544,0.09738819350801242
quintile,Fast,SanctionBase,,,Q4,,6574.699999999997,-204.37037392789898,9998.807859347855,-1396.0434705722748,2248.975417135291,852.9319465630163,0.290060455699763,0.38744864920777544,0.09738819350801242
quintile,Fast,SanctionBase,,,Q5,,6574.699999999997,-402.4890334106434,16863.183422851438,-1922.5152245728584,8433.657814257342,6511.142589684483,0.290060455699763,0.38744864920777544,0.09738819350801242
quintile,Fast,SanctionRelief,,,Q1,,6574.699999999999,-59.02500683611187,4189.743251215282,-433.0643413327533,0.0,-433.0643413327533,0.290060455699763,0.3904149092380532,0.1003544535382902
quintile,Fast,SanctionRelief,,,Q2,,6574.699999999999,-55.33824041292898,4891.050566225232,-449.19862020130915,0.0,-449.19862020130915,0.290060455699763,0.3904149092380532,0.1003544535382902
quintile,Fast,SanctionRelief,,,Q3,,6574.700000000001,-148.67468478583746,6054.856478801394,-684.9681153996146,583.7487507133288,-101.21936468628576,0.290060455699763,0.3904149092380532,0.1003544535382902
quintile,Fast,SanctionRelief,,,Q4,,6574.699999999997,-209.8659081104791,9998.807859347855,-1407.8319085066578,2334.9950028533153,927.1630943466575,0.290060455699763,0.3904149092380532,0.1003544535382902
quintile,Fast,SanctionRelief,,,Q5,,6574.699999999997,-415.1341587109349,16863.183422851438,-1950.0458177690014,8756.231260699933,6806.1854429309315,0.290060455699763,0.3904149092380532,0.1003544535382902
quintile,Fast,StressThrottle,,,Q1,,6574.699999999999,-59.20297859308567,4189.743251215282,-434.30118785754826,0.0,-434.30118785754826,0.290060455699763,0.39039963185412374,0.10033917615436072
quintile,Fast,StressThrottle,,,Q2,,6574.699999999999,-56.083136958221516,4891.050566225232,-454.5798751522694,0.0,-454.5798751522694,0.290060455699763,0.39039963185412374,0.10033917615436072
quintile,Fast,StressThrottle,,,Q3,,6574.700000000001,-148.77049406263885,6054.856478801394,-686.7862025710514,586.8569196700352,-99.92928290101622,0.290060455699763,0.39039963185412374,0.10033917615436072
quintile,Fast,StressThrottle,,,Q4,,6574.699999999997,-209.65518188762792,9998.807859347855,-1419.5736888371596,2347.4276786801406,927.853989842981,0.290060455699763,0.39039963185412374,0.10033917615436072
quintile,Fast,StressThrottle,,,Q5,,6574.699999999997,-407.388880169926,16863.183422851438,-1983.7581467737089,8802.853795050527,6819.095648276818,0.290060455699763,0.39039963185412374,0.10033917615436072
quintile,Friction,BaseThrottle,,,Q1,,6574.699999999999,-22.568804833082126,4189.743251215282,-334.87362925336816,0.0,-334.87362925336816,0.290060455699763,0.3584068287102199,0.06834637301045687
quintile,Friction,BaseThrottle,,,Q2,,6574.699999999999,-19.577298817227042,4891.050566225232,-305.44976711938756,0.0,-305.44976711938756,0.290060455699763,0.3584068287102199,0.06834637301045687
quintile,Friction,BaseThrottle,,,Q3,,6574.700000000001,-58.636766922234926,6054.856478801394,-534.3014583660474,388.86782532456965,-145.43363304147778,0.290060455699763,0.3584068287102199,0.06834637301045687
quintile,Friction,BaseThrottle,,,Q4,,6574.699999999997,-98.51083314791245,9998.807859347855,-1108.581995615962,1555.4713012982786,446.8893056823167,0.290060455699763,0.3584068287102199,0.06834637301045687
quintile,Friction,BaseThrottle,,,Q5,,6574.699999999997,-308.80603395923276,16863.183422851438,-1749.7007125732953,5833.017379868545,4083.3166672952493,0.290060455699763,0.3584068287102199,0.06834637301045687
quintile,Friction,NoThrottle,,,Q1,,6574.699999999999,-25.418070900376357,4189.743251215282,-341.43741150046327,0.0,-341.43741150046327,0.290060455699763,0.36686204091071994,0.07680158521095692
quintile,Friction,NoThrottle,,,Q2,,6574.699999999999,-21.47603196627137,4891.050566225232,-311.49609101323864,0.0,-311.49609101323864,0.290060455699763,0.36686204091071994,0.07680158521095692
quintile,Friction,NoThrottle,,,Q3,,6574.700000000001,-66.00063087073443,6054.856478801394,-544.574521906999,441.4604291989985,-103.11409270800056,0.290060455699763,0.36686204091071994,0.07680158521095692
quintile,Friction,NoThrottle,,,Q4,,6574.699999999997,-110.22295228741879,9998.807859347855,-1123.3710241308984,1765.841716795994,642.4706926650956,0.290060455699763,0.36686204091071994,0.07680158521095692
quintile,Friction,NoThrottle,,,Q5,,6574.699999999997,-350.1983289609114,16863.183422851438,-1792.4587243375822,6621.906437984977,4829.447713647394,0.290060455699763,0.36686204091071994,0.07680158521095692
quintile,Friction,SanctionBase,,,Q1,,6574.699999999999,-20.06851742026413,4189.743251215282,-328.8534031567791,0.0,-328.8534031567791,0.290060455699763,0.35058062973107984,0.06052017403131682
quintile,Friction,SanctionBase,,,Q2,,6574.699999999999,-17.648686998505426,4891.050566225232,-298.44011417174096,0.0,-298.44011417174096,0.290060455699763,0.35058062973107984,0.06052017403131682
quintile,Friction,SanctionBase,,,Q3,,6574.700000000001,-52.216551126855066,6054.856478801394,-524.860635904413,339.34544946243557,-185.51518644197745,0.290060455699763,0.35058062973107984,0.06052017403131682
quintile,Friction,SanctionBase,,,Q4,,6574.699999999997,-88.7774166275013,9998.807859347855,-1091.5765014974443,1357.3817978497423,265.805296352298,0.290060455699763,0.35058062973107984,0.06052017403131682
quintile,Friction,SanctionBase,,,Q5,,6574.699999999997,-278.00051521690506,16863.183422851438,-1689.4089879044866,5090.181741936533,3400.7727540320466,0.290060455699763,0.35058062973107984,0.06052017403131682
quintile,Friction,SanctionRelief,,,Q1,,6574.699999999999,-20.61441976772254,4189.743251215282,-330.14912895740935,0.0,-330.14912895740935,0.290060455699763,0.35270133441707485,0.06264087871731183
quintile,Friction,SanctionRelief,,,Q2,,6574.699999999999,-18.082680546900736,4891.050566225232,-299.77973905144523,0.0,-299.77973905144523,0.290060455699763,0.35270133441707485,0.06264087871731183
quintile,Friction,SanctionRelief,,,Q3,,6574.700000000001,-53.70711069776572,6054.856478801394,-526.9424850968071,352.4808348296084,-174.4616502671987,0.290060455699763,0.35270133441707485,0.06264087871731183
quintile,Friction,SanctionRelief,,,Q4,,6574.699999999997,-91.16716101314971,9998.807859347855,-1095.059434138612,1409.9233393184336,314.8639051798216,0.290060455699763,0.35270133441707485,0.06264087871731183
quintile,Friction,SanctionRelief,,,Q5,,6574.699999999997,-286.85926561334674,16863.183422851438,-1703.9554676290797,5287.212522444126,3583.257054815046,0.290060455699763,0.35270133441707485,0.06264087871731183
quintile,Friction,StressThrottle,,,Q1,,6574.699999999999,-20.667277505082872,4189.743251215282,-330.51670276684564,0.0,-330.51670276684564,0.290060455699763,0.35264722396913184,0.06258676826936882
quintile,Friction,StressThrottle,,,Q2,,6574.699999999999,-18.31053630717677,4891.050566225232,-301.4254031849443,0.0,-301.4254031849443,0.290060455699763,0.35264722396913184,0.06258676826936882
quintile,Friction,StressThrottle,,,Q3,,6574.700000000001,-53.72191907217125,6054.856478801394,-527.49147824346,354.33758798818275,-173.1538902552773,0.290060455699763,0.35264722396913184,0.06258676826936882
quintile,Friction,StressThrottle,,,Q4,,6574.699999999997,-90.67752337469138,9998.807859347855,-1098.8826308249268,1417.350351952731,318.4677211278042,0.290060455699763,0.35264722396913184,0.06258676826936882
quintile,Friction,StressThrottle,,,Q5,,6574.699999999997,-281.01380046600923,16863.183422851438,-1723.4882799084883,5315.063819822741,3591.5755399142527,0.290060455699763,0.35264722396913184,0.06258676826936882
